,Year,Player,HEIGHT,WEIGHT,POSITION,bSPARQ,NBA %
922,2008,Jiri Hubalek,6' 9.5'',226,BIG,68.52,0.30%
923,2008,Joe Alexander,6' 7.25'',220,COMBO F,93.66,80.90%
924,2008,Joe Crawford,6' 3'',213,WING,88.17,72.40%
925,2008,Joey Dorsey,6' 6.25'',265,BIG,95.46,78.00%
926,2008,Joseph Jones,6' 7'',240,BIG,83.51,21.80%
927,2008,Josh Duncan,6' 8'',230,BIG,86.56,35.00%
928,2008,Keith Brumbaugh,6' 7.5'',190,COMBO F,71.21,1.30%
929,2008,Kentrell Gransberry,6' 6.75'',290,BIG,93.83,71.30%
930,2008,Kevin Love,6' 7.75'',255,BIG,97.69,85.60%
931,2008,Kyle Hines,6' 3.75'',234,COMBO F,89,59.20%
932,2008,Lester Hudson,5' 11.75'',196,PG,81.83,79.30%
933,2008,Luc Mbah a Moute,6' 5.75'',221,WING,92.83,88.70%
934,2008,Maarty Leunen,6' 7.25'',222,WING,87.64,70.00%
935,2008,Malik Hairston,6' 4.25'',204,WING,84.35,53.40%
936,2008,Marcelus Kemp,6' 3'',221,WING,79.67,29.60%
937,2008,Marcus Dove,6' 6.75'',208,COMBO F,79.26,13.40%
938,2008,Mark Tyndale,6' 2.75'',217,WING,80.78,34.90%
939,2008,Michael Beasley,6' 7'',239,COMBO F,94.03,82.20%
940,2008,Mike Taylor,6' 0.75'',166.2,COMBO G,73.31,20.30%
941,2008,O.J. Mayo,6' 3.25'',200,COMBO G,83.11,66.50%
942,2008,Othello Hunter,6' 6.5'',220,COMBO F,83.8,31.40%
943,2008,Patrick Ewing Jr.,6' 6'',224,COMBO F,100.51,96.50%
944,2008,Quan Prowell,6' 6.75'',225.5,COMBO F,94.31,83.20%
945,2008,Ramel Bradley,6' 1.25'',184,COMBO G,66.99,5.00%
946,2008,Reggie Williams,6' 3.25'',199,WING,84.68,55.20%
947,2008,Richard Hendrix,6' 6.75'',250,BIG,88.57,45.20%
948,2008,Robert Vaden,6' 3.5'',199,WING,73.68,9.20%
949,2008,Ronald Steele,6' 0.25'',183.5,PG,67.76,7.90%
950,2008,Russell Robinson,6' 0.5'',196,PG,71.02,18.50%
951,2008,Russell Westbrook,6' 2.25'',192,PG,79.57,67.70%
952,2008,Sasha Kaun,6' 9'',247,BIG,93.92,71.70%
953,2008,Shan Foster,6' 4'',194.5,WING,80.26,32.40%
954,2008,Shaun Pruitt,6' 8.25'',242.2,BIG,87.73,40.90%
955,2008,Sonny Weems,6' 4'',193,WING,77.95,22.30%
956,2008,Stanley Burrell,6' 1.5'',201,PG,81.33,76.90%
957,2008,Takais Brown,6' 7.25'',252,BIG,95.49,78.10%
958,2008,Trent Plaisted,6' 9.25'',240,BIG,95.47,78.10%
959,2008,Tyrone Brazelton,5' 10'',166,PG,71.58,20.90%
960,2008,Vladimir Golubovic,6' 11.25'',258,BIG,77.85,6.50%
961,2007,Aaron Brooks,5' 10'',161,PG,74.09,34.10%
